,ST_CASE,VE_FORMS,HOUR,MINUTE,LATITUDE,LONGITUDE,YEAR,STATE,COUNTY,FATALS,LAT,LON,CRASH_TIME,VAR8C,VAR9C,VAR10C,VAR11C,VAR12C,VAR15C,VAR22C,VAR23C,VAR24C,VAR25C,VAR28C,PED_PEDAL,YOUNG_OLD,SZ_STATE,SZ_STATE_CZ_COUNTY,VAR1,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR15,VAR16,VAR17,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,STANAME,CNTYNAME,LCSTANAME
29313,540123,1,0:00am-0:59am,30,39.33688611,-80.32838333,2011,54,33,1,39.33688611,-80.32838333,12:30 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54033,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,6,0,1,2,WEST VIRGINIA,Harrison County,West Virginia
29314,540166,1,3:00am-3:59am,0,39.36735,-80.21371389,2011,54,33,1,39.36735,-80.21371389,3:00 AM,Yes,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,July,Yes,No,No,54,54033,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,7,3,1,1,WEST VIRGINIA,Harrison County,West Virginia
29315,540178,1,1:00am-1:59am,45,39.35673333,-80.21701944,2011,54,33,1,39.35673333,-80.21701944,1:45 AM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,No,54,54033,1,1,2,2,2,1,2,2,2,2,2,2,3,1,2,7,1,1,2,WEST VIRGINIA,Harrison County,West Virginia
29316,540209,2,6:00pm-6:59pm,10,39.23648056,-80.39213611,2011,54,33,1,39.23648056,-80.39213611,6:10 PM,No,No,No,Yes,No,Yes,Unknown,Angle,Weekday,August,No,No,Older Driver,54,54033,1,2,2,2,2,1,2,1,2,2,2,1,3,4,1,8,18,2,2,WEST VIRGINIA,Harrison County,West Virginia
29317,540240,2,9:00pm-9:59pm,0,39.27787222,-80.28536111,2011,54,33,1,39.27787222,-80.28536111,9:00 PM,Yes,No,Yes,No,No,No,Unknown,Angle,Weekend,October,No,No,Young Driver,54,54033,1,2,1,2,1,2,2,2,2,2,1,2,3,4,2,10,21,2,2,WEST VIRGINIA,Harrison County,West Virginia
29318,540261,1,9:00pm-9:59pm,13,39.29863889,-80.57950556,2011,54,33,1,39.29863889,-80.57950556,9:13 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,No,No,54,54033,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,10,21,1,2,WEST VIRGINIA,Harrison County,West Virginia
29319,540310,1,8:00am-8:59am,26,39.12268611,-80.25665278,2011,54,33,1,39.12268611,-80.25665278,8:26 AM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,No,54,54033,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,12,8,1,2,WEST VIRGINIA,Harrison County,West Virginia
29320,540322,2,8:00pm-8:59pm,45,39.28352222,-80.39983889,2011,54,33,2,39.28352222,-80.39983889,8:45 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekend,December,No,No,No,54,54033,1,2,2,2,2,2,1,2,2,2,2,2,3,4,2,12,20,2,2,WEST VIRGINIA,Harrison County,West Virginia
29321,540015,1,8:00pm-8:59pm,33,38.75306389,-81.68904722,2011,54,35,1,38.75306389,-81.68904722,8:33 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,January,No,No,No,54,54035,1,1,2,1,1,1,2,2,2,2,2,2,3,1,2,1,20,1,2,WEST VIRGINIA,Jackson County,West Virginia
29322,540054,1,10:00pm-10:59pm,20,38.87068889,-81.80617222,2011,54,35,1,38.87068889,-81.80617222,10:20 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,March,No,No,No,54,54035,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,3,22,1,2,WEST VIRGINIA,Jackson County,West Virginia
29323,540074,1,10:00am-10:59am,14,38.91200556,-81.66747222,2011,54,35,1,38.91200556,-81.66747222,10:14 AM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,Older Driver,54,54035,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,4,10,1,2,WEST VIRGINIA,Jackson County,West Virginia
29324,540112,2,9:00pm-9:59pm,34,38.88046111,-81.83461111,2011,54,35,1,38.88046111,-81.83461111,9:34 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekend,May,No,No,No,54,54035,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,5,21,2,2,WEST VIRGINIA,Jackson County,West Virginia
29325,540191,1,4:00pm-4:59pm,1,38.90399167,-81.66137778,2011,54,35,1,38.90399167,-81.66137778,4:01 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54035,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,8,16,1,2,WEST VIRGINIA,Jackson County,West Virginia
29326,540202,1,1:00am-1:59am,37,38.8849,-81.67246667,2011,54,35,1,38.8849,-81.67246667,1:37 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,Young Driver,54,54035,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,8,1,1,2,WEST VIRGINIA,Jackson County,West Virginia
29327,540304,1,9:00pm-9:59pm,15,38.79721944,-81.73278056,2011,54,35,1,38.79721944,-81.73278056,9:15 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,December,Yes,No,No,54,54035,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,12,21,1,1,WEST VIRGINIA,Jackson County,West Virginia
29328,540119,1,6:00am-6:59am,20,39.26648333,-77.79015556,2011,54,37,1,39.26648333,-77.79015556,6:20 AM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54037,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,6,6,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29329,540138,3,2:00am-2:59am,45,39.25279444,-77.77702222,2011,54,37,1,39.25279444,-77.77702222,2:45 AM,No,Yes,Yes,Yes,No,No,Unknown,Sideswipe,Weekday,June,No,No,No,54,54037,1,3,2,1,1,1,2,2,2,2,2,2,3,5,1,6,2,3,2,WEST VIRGINIA,Jefferson County,West Virginia
29330,540151,1,11:00pm-11:59pm,55,39.29286111,-77.83298611,2011,54,37,1,39.29286111,-77.83298611,11:55 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,Young Driver,54,54037,1,1,2,1,2,1,2,2,2,2,1,2,3,1,2,6,23,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29331,540159,2,6:00pm-6:59pm,30,39.23786944,-77.89949722,2011,54,37,1,39.23786944,-77.89949722,6:30 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekend,July,No,No,Young Driver,54,54037,1,2,2,2,2,1,2,2,2,2,1,2,3,3,2,7,18,2,2,WEST VIRGINIA,Jefferson County,West Virginia
29332,540170,1,10:00pm-10:59pm,12,39.31398056,-77.74320556,2011,54,37,1,39.31398056,-77.74320556,10:12 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54037,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,7,22,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29333,540183,1,5:00pm-5:59pm,37,39.32056111,-77.72963333,2011,54,37,1,39.32056111,-77.72963333,5:37 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,July,No,Pedestrian,No,54,54037,1,1,2,1,2,1,2,2,1,2,2,2,3,1,2,7,17,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29334,540203,4,9:00pm-9:59pm,35,39.30957778,-77.84287778,2011,54,37,2,39.30957778,-77.84287778,9:35 PM,No,No,No,Yes,No,No,Yes,Head-On,Weekday,August,No,No,No,54,54037,1,3,2,2,2,1,2,2,2,2,2,2,1,3,1,8,21,4,2,WEST VIRGINIA,Jefferson County,West Virginia
29335,540225,2,4:00am-4:59am,10,39.25,-77.80806111,2011,54,37,1,39.25,-77.80806111,4:10 AM,No,No,No,Yes,No,No,Yes,Head-On,Weekend,September,No,No,No,54,54037,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,9,4,2,2,WEST VIRGINIA,Jefferson County,West Virginia
29336,540227,1,2:00pm-2:59pm,0,39.40537222,-77.859975,2011,54,37,1,39.40537222,-77.859975,2:00 PM,No,Yes,No,Yes,No,Yes,Yes,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,Young Driver,54,54037,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,9,14,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29337,540236,1,10:00am-10:59am,40,39.31676944,-77.97258611,2011,54,37,1,39.31676944,-77.97258611,10:40 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54037,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,9,10,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29338,540262,1,6:00am-6:59am,2,39.23630556,-77.89971111,2011,54,37,1,39.23630556,-77.89971111,6:02 AM,No,No,No,No,Yes,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,October,No,Pedestrian,No,54,54037,1,1,2,2,2,2,1,2,1,2,2,2,3,1,1,10,6,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29339,540308,1,3:00am-3:59am,0,39.4125,-77.845,2011,54,37,1,39.4125,-77.845,3:00 AM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,December,No,No,No,54,54037,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,12,3,1,2,WEST VIRGINIA,Jefferson County,West Virginia
29340,540008,1,6:00am-6:59am,8,38.41172778,-81.56849722,2011,54,39,1,38.41172778,-81.56849722,6:08 AM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,January,Yes,No,No,54,54039,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,6,1,1,WEST VIRGINIA,Kanawha County,West Virginia
29341,540031,1,11:00pm-11:59pm,45,38.414525,-81.49705278,2011,54,39,1,38.414525,-81.49705278,11:45 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,February,No,No,No,54,54039,1,1,2,1,1,1,2,2,2,2,2,2,3,1,2,2,23,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29342,540033,1,6:00pm-6:59pm,39,38.359425,-81.71709167,2011,54,39,1,38.359425,-81.71709167,6:39 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,February,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,2,18,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29343,540064,2,8:00am-8:59am,55,38.44283333,-81.48023056,2011,54,39,1,38.44283333,-81.48023056,8:55 AM,No,Yes,Yes,No,Yes,No,Unknown,Head-On,Weekday,April,No,No,No,54,54039,1,2,2,1,1,2,1,2,2,2,2,2,3,3,1,4,8,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29344,540066,1,9:00pm-9:59pm,50,38.246775,-81.57125556,2011,54,39,1,38.246775,-81.57125556,9:50 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,April,Yes,No,Young Driver,54,54039,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,4,21,1,1,WEST VIRGINIA,Kanawha County,West Virginia
29345,540086,2,11:00pm-11:59pm,36,38.38332222,-81.76248611,2011,54,39,1,38.38332222,-81.76248611,11:36 PM,No,No,No,No,No,No,Unknown,Angle,Weekend,May,Yes,No,Young Driver,54,54039,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,5,23,2,1,WEST VIRGINIA,Kanawha County,West Virginia
29346,540095,2,1:00pm-1:59pm,8,38.32923056,-81.71245,2011,54,39,1,38.32923056,-81.71245,1:08 PM,No,No,No,Yes,No,No,Unknown,Angle,Weekday,May,No,No,No,54,54039,1,2,2,2,2,1,2,2,2,2,2,2,3,4,1,5,13,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29347,540096,2,1:00pm-1:59pm,55,38.31481667,-81.55298333,2011,54,39,1,38.31481667,-81.55298333,1:55 PM,No,No,No,No,No,No,Unknown,Sideswipe,Weekday,May,Yes,No,Older Driver,54,54039,1,2,2,2,2,2,2,2,2,2,2,1,3,5,1,5,13,2,1,WEST VIRGINIA,Kanawha County,West Virginia
29348,540099,1,7:00pm-7:59pm,35,38.51496389,-81.70896944,2011,54,39,1,38.51496389,-81.70896944,7:35 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,May,No,No,Young Driver,54,54039,1,1,2,2,2,1,2,2,2,2,1,2,3,1,1,5,19,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29349,540128,1,5:00am-5:59am,54,38.52748611,-81.34371667,2011,54,39,1,38.52748611,-81.34371667,5:54 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,June,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,6,5,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29350,540131,2,8:00am-8:59am,30,38.05528889,-81.81651667,2011,54,39,1,38.05528889,-81.81651667,8:30 AM,Yes,No,No,No,No,No,Unknown,Angle,Weekday,June,No,No,Older Driver,54,54039,1,2,1,2,2,2,2,2,2,2,2,1,3,4,1,6,8,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29351,540174,1,0:00am-0:59am,20,38.23460833,-81.53984167,2011,54,39,1,38.23460833,-81.53984167,12:20 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,July,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,7,0,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29352,540186,3,5:00pm-5:59pm,33,38.22648333,-81.59988056,2011,54,39,1,38.22648333,-81.59988056,5:33 PM,No,Yes,No,Yes,No,No,Unknown,Sideswipe,Weekday,July,No,No,Young Driver,54,54039,1,3,2,1,2,1,2,2,2,2,1,2,3,5,1,7,17,3,2,WEST VIRGINIA,Kanawha County,West Virginia
29353,540188,1,2:00am-2:59am,47,38.33388056,-81.62185278,2011,54,39,1,38.33388056,-81.62185278,2:47 AM,No,No,No,No,Yes,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,No,54,54039,1,1,2,2,2,2,1,2,2,2,2,2,3,1,2,8,2,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29354,540210,2,2:00pm-2:59pm,0,38.11214167,-81.38916667,2011,54,39,1,38.11214167,-81.38916667,2:00 PM,No,No,No,Yes,No,No,Unknown,Angle,Weekday,August,Yes,No,No,54,54039,1,2,2,2,2,1,2,2,2,2,2,2,3,4,1,8,14,2,1,WEST VIRGINIA,Kanawha County,West Virginia
29355,540213,2,11:00pm-11:59pm,35,38.46244444,-81.42655,2011,54,39,1,38.46244444,-81.42655,11:35 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekday,August,No,No,Young Driver,54,54039,1,2,2,2,2,2,1,2,2,2,1,2,3,4,1,8,23,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29356,540231,1,Unknown Hours,Unknown Minutes,38.2979,-81.75549167,2011,54,39,1,38.2979,-81.75549167,Unknown,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Unknown,September,No,No,No,54,54039,1,1,2,1,2,1,2,2,2,2,2,2,2,1,3,9,99,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29357,540233,4,1:00am-1:59am,15,38.40923889,-81.79358889,2011,54,39,1,38.40923889,-81.79358889,1:15 AM,No,No,No,No,No,No,Unknown,Rear-End,Weekend,September,Yes,No,No,54,54039,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,9,1,4,1,WEST VIRGINIA,Kanawha County,West Virginia
29358,540237,1,0:00am-0:59am,3,38.38403056,-81.68676667,2011,54,39,1,38.38403056,-81.68676667,12:03 AM,No,Yes,No,Yes,No,Yes,Yes,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54039,1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,9,0,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29359,540250,2,11:00am-11:59am,10,38.210925,-81.50998333,2011,54,39,1,38.210925,-81.50998333,11:10 AM,No,No,No,No,Yes,No,Unknown,Angle,Weekday,October,No,No,Older Driver,54,54039,1,2,2,2,2,2,1,2,2,2,2,1,3,4,1,10,11,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29360,540251,2,3:00pm-3:59pm,51,38.40608056,-81.85790556,2011,54,39,1,38.40608056,-81.85790556,3:51 PM,No,No,Yes,No,Yes,No,Unknown,Angle,Weekend,October,No,No,Both Young and Older Driver,54,54039,1,2,2,2,1,2,1,2,2,2,1,1,3,4,2,10,15,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29361,540277,1,10:00pm-10:59pm,33,38.38602778,-81.84028611,2011,54,39,1,38.38602778,-81.84028611,10:33 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,11,22,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29362,540284,1,1:00am-1:59am,20,38.411825,-81.62809722,2011,54,39,2,38.411825,-81.62809722,1:20 AM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,Yes,No,No,54,54039,1,1,2,2,1,1,2,2,2,2,2,2,3,1,1,11,1,1,1,WEST VIRGINIA,Kanawha County,West Virginia
29363,540285,1,8:00pm-8:59pm,19,38.336325,-81.70224444,2011,54,39,1,38.336325,-81.70224444,8:19 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,No,54,54039,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,11,20,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29364,540296,1,1:00pm-1:59pm,55,38.49272778,-81.25017778,2011,54,39,1,38.49272778,-81.25017778,1:55 PM,No,No,Yes,No,Yes,No,No,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,No,54,54039,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,11,13,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29365,540301,2,2:00pm-2:59pm,29,38.38111944,-81.79415833,2011,54,39,1,38.38111944,-81.79415833,2:29 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekend,November,No,No,Older Driver,54,54039,1,2,2,2,2,2,1,2,2,2,2,1,3,4,2,11,14,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29366,540315,1,1:00am-1:59am,26,38.21064444,-81.37458333,2011,54,39,1,38.21064444,-81.37458333,1:26 AM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,December,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,12,1,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29367,540318,1,3:00pm-3:59pm,46,38.13350556,-81.39020556,2011,54,39,1,38.13350556,-81.39020556,3:46 PM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,December,No,No,No,54,54039,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,12,15,1,2,WEST VIRGINIA,Kanawha County,West Virginia
29368,540320,2,1:00pm-1:59pm,0,38.31074444,-81.42751389,2011,54,39,1,38.31074444,-81.42751389,1:00 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,December,No,No,Older Driver,54,54039,1,2,2,2,2,1,2,2,2,2,2,1,3,3,1,12,13,2,2,WEST VIRGINIA,Kanawha County,West Virginia
29369,540021,1,12:00pm-12:59pm,20,38.92115556,-80.46223611,2011,54,41,1,38.92115556,-80.46223611,12:20 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,February,No,No,Older Driver,54,54041,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,12,1,2,WEST VIRGINIA,Lewis County,West Virginia
29370,540043,2,10:00am-10:59am,0,38.94611667,-80.53670556,2011,54,41,1,38.94611667,-80.53670556,10:00 AM,No,Yes,No,Yes,No,No,Unknown,Other,Weekend,March,Yes,No,Young Driver,54,54041,1,2,2,1,2,1,2,2,2,2,1,2,3,6,2,3,10,2,1,WEST VIRGINIA,Lewis County,West Virginia
29371,540200,1,4:00pm-4:59pm,15,39.10069722,-80.45971944,2011,54,41,1,39.10069722,-80.45971944,4:15 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54041,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,8,16,1,2,WEST VIRGINIA,Lewis County,West Virginia
29372,540204,2,1:00pm-1:59pm,34,39.03942222,-80.46904167,2011,54,41,1,39.03942222,-80.46904167,1:34 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,Older Driver,54,54041,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,1,13,2,2,WEST VIRGINIA,Lewis County,West Virginia
29373,540268,1,6:00pm-6:59pm,17,39.10685,-80.39206389,2011,54,41,1,39.10685,-80.39206389,6:17 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,October,Yes,No,No,54,54041,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,10,18,1,1,WEST VIRGINIA,Lewis County,West Virginia
29374,540297,1,1:00pm-1:59pm,52,39.01359722,-80.4533,2011,54,41,1,39.01359722,-80.4533,1:52 PM,No,No,Yes,No,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,November,Yes,No,Older Driver,54,54041,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,11,13,1,1,WEST VIRGINIA,Lewis County,West Virginia
29375,540003,1,8:00pm-8:59pm,8,38.17545556,-82.17678889,2011,54,43,1,38.17545556,-82.17678889,8:08 PM,No,No,No,No,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,Young Driver,54,54043,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,20,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29376,540007,1,9:00am-9:59am,50,38.2614,-82.08267778,2011,54,43,1,38.2614,-82.08267778,9:50 AM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,January,No,No,No,54,54043,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,9,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29377,540041,1,2:00pm-2:59pm,35,38.015075,-82.08370556,2011,54,43,1,38.015075,-82.08370556,2:35 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,March,No,No,No,54,54043,1,1,2,1,1,1,2,2,2,2,2,2,3,1,1,3,14,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29378,540079,1,6:00am-6:59am,47,38.21943889,-81.95278056,2011,54,43,1,38.21943889,-81.95278056,6:47 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,April,No,No,No,54,54043,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,4,6,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29379,540134,1,2:00am-2:59am,30,38.18885,-82.10349167,2011,54,43,1,38.18885,-82.10349167,2:30 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54043,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,6,2,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29380,540137,2,10:00am-10:59am,6,38.26534444,-81.81175278,2011,54,43,1,38.26534444,-81.81175278,10:06 AM,Yes,No,No,No,Yes,No,Unknown,Angle,Weekday,June,No,No,No,54,54043,1,2,1,2,2,2,1,2,2,2,2,2,3,4,1,6,10,2,2,WEST VIRGINIA,Lincoln County,West Virginia
29381,540154,1,3:00pm-3:59pm,13,38.24028056,-82.12861111,2011,54,43,1,38.24028056,-82.12861111,3:13 PM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54043,1,1,2,2,1,1,2,2,2,2,2,2,3,1,1,6,15,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29382,540190,1,7:00am-7:59am,15,38.02875833,-82.112075,2011,54,43,1,38.02875833,-82.112075,7:15 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54043,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,8,7,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29383,540263,1,0:00am-0:59am,3,38.28306111,-82.18361111,2011,54,43,1,38.28306111,-82.18361111,12:03 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,October,No,No,No,54,54043,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,10,0,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29384,540266,2,1:00pm-1:59pm,1,38.15443889,-82.25193889,2011,54,43,1,38.15443889,-82.25193889,1:01 PM,No,Yes,No,Yes,No,No,Unknown,Head-On,Weekend,October,No,No,Young Driver,54,54043,1,2,2,1,2,1,2,2,2,2,1,2,3,3,2,10,13,2,2,WEST VIRGINIA,Lincoln County,West Virginia
29385,540292,1,1:00pm-1:59pm,43,38.00943889,-82.18166944,2011,54,43,1,38.00943889,-82.18166944,1:43 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,November,No,No,Older Driver,54,54043,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,11,13,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29386,540311,1,8:00am-8:59am,39,38.33721944,-82.05778056,2011,54,43,2,38.33721944,-82.05778056,8:39 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,No,54,54043,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,12,8,1,2,WEST VIRGINIA,Lincoln County,West Virginia
29387,540032,1,0:00am-0:59am,21,37.74028056,-81.87565278,2011,54,45,1,37.74028056,-81.87565278,12:21 AM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,No,54,54045,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,0,1,2,WEST VIRGINIA,Logan County,West Virginia
29388,540122,2,6:00am-6:59am,50,37.84706944,-82.04744444,2011,54,45,1,37.84706944,-82.04744444,6:50 AM,No,No,No,Yes,No,Yes,Yes,Sideswipe,Weekend,June,No,No,No,54,54045,1,2,2,2,2,1,2,1,2,2,2,2,1,5,2,6,6,2,2,WEST VIRGINIA,Logan County,West Virginia
